# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
mRNA		GCF_000691945.2	Primary Assembly	chromosome	III	NC_027207.2	738801	739480	-	XM_021482015.1		XP_021338583.1	Probable 39S ribosomal protein L24 mitochondrial		24425067	BMR1_03g02130	558	558	partial
CDS	with_protein	GCF_000691945.2	Primary Assembly	chromosome	III	NC_027207.2	738801	739480	-	XP_021338583.1		XM_021482015.1	Probable 39S ribosomal protein L24 mitochondrial		24425067	BMR1_03g02130	558	185	
gene	protein_coding	GCF_000691945.2	Primary Assembly	chromosome	III	NC_027207.2	739779	741357	+						24425068	BMR1_03g02135	1579		partial;old_locus_tag=BBM_III02135
mRNA		GCF_000691945.2	Primary Assembly	chromosome	III	NC_027207.2	739779	741357	+	XM_012793583.1		XP_012649037.1	hypothetical protein		24425068	BMR1_03g02135	1518	1518	partial
CDS	with_protein	GCF_000691945.2	Primary Assembly	chromosome	III	NC_027207.2	739779	741357	+	XP_012649037.1		XM_012793583.1	hypothetical protein		24425068	BMR1_03g02135	1518	505	
gene	protein_coding	GCF_000691945.2	Primary Assembly	chromosome	III	NC_027207.2	741391	742069	-						24425069	BMR1_03g02140	679		partial;old_locus_tag=BBM_III02140
mRNA		GCF_000691945.2	Primary Assembly	chromosome	III	NC_027207.2	741391	742069	-	XM_012793584.1		XP_012649038.1	hypothetical protein		24425069	BMR1_03g02140	636	636	partial
CDS	with_protein	GCF_000691945.2	Primary Assembly	chromosome	III	NC_027207.2	741391	742069	-	XP_012649038.1		XM_012793584.1	hypothetical protein		24425069	BMR1_03g02140	636	211	
gene	protein_coding	GCF_000691945.2	Primary Assembly	chromosome	III	NC_027207.2	742202	743362	+						24425070	BMR1_03g02145	1161		partial;old_locus_tag=BBM_III02145
mRNA		GCF_000691945.2	Primary Assembly	chromosome	III	NC_027207.2	742202	743362	+	XM_021482016.1		XP_021338584.1	cyclin dependent kinase binding protein, putative		24425070	BMR1_03g02145	1140	1140	partial
CDS	with_protein	GCF_000691945.2	Primary Assembly	chromosome	III	NC_027207.2	742202	743362	+	XP_021338584.1		XM_021482016.1	cyclin dependent kinase binding protein, putative		24425070	BMR1_03g02145	1140	379	
gene	protein_coding	GCF_000691945.2	Primary Assembly	chromosome	III	NC_027207.2	743488	744694	-						24425071	BMR1_03g02150	1207		partial;old_locus_tag=BBM_III02150
mRNA		GCF_000691945.2	Primary Assembly	chromosome	III	NC_027207.2	743488	744694	-	XM_021482017.1		XP_021338585.1	Protein tyrosine kinase		24425071	BMR1_03g02150	1038	1038	partial
CDS	with_protein	GCF_000691945.2	Primary Assembly	chromosome	III	NC_027207.2	743488	744694	-	XP_021338585.1		XM_021482017.1	Protein tyrosine kinase		24425071	BMR1_03g02150	1038	345	
gene	protein_coding	GCF_000691945.2	Primary Assembly	chromosome	III	NC_027207.2	745550	746616	-						24425072	BMR1_03g02155	1067		partial;old_locus_tag=BBM_III02155
mRNA		GCF_000691945.2	Primary Assembly	chromosome	III	NC_027207.2	745550	746616	-	XM_021482018.1		XP_021338586.1	conserved Plasmodium protein, unknown function		24425072	BMR1_03g02155	1047	1047	partial
CDS	with_protein	GCF_000691945.2	Primary Assembly	chromosome	III	NC_027207.2	745550	746616	-	XP_021338586.1		XM_021482018.1	conserved Plasmodium protein, unknown function		24425072	BMR1_03g02155	1047	348	
gene	protein_coding	GCF_000691945.2	Primary Assembly	chromosome	III	NC_027207.2	747032	748130	-						24425073	BMR1_03g02160	1099		partial;old_locus_tag=BBM_III02160
mRNA		GCF_000691945.2	Primary Assembly	chromosome	III	NC_027207.2	747032	748130	-	XM_021482019.1		XP_021338587.1	conserved protein, unknown function		24425073	BMR1_03g02160	966	966	partial
CDS	with_protein	GCF_000691945.2	Primary Assembly	chromosome	III	NC_027207.2	747032	748130	-	XP_021338587.1		XM_021482019.1	conserved protein, unknown function		24425073	BMR1_03g02160	966	321	
gene	protein_coding	GCF_000691945.2	Primary Assembly	chromosome	III	NC_027207.2	748390	751119	+						24425074	BMR1_03g02165	2730		partial;old_locus_tag=BBM_III02165
mRNA		GCF_000691945.2	Primary Assembly	chromosome	III	NC_027207.2	748390	751119	+	XM_021482020.1		XP_021338588.1	EXS family		24425074	BMR1_03g02165	2361	2361	partial
CDS	with_protein	GCF_000691945.2	Primary Assembly	chromosome	III	NC_027207.2	748390	751119	+	XP_021338588.1		XM_021482020.1	EXS family		24425074	BMR1_03g02165	2361	786	
gene	protein_coding	GCF_000691945.2	Primary Assembly	chromosome	III	NC_027207.2	751502	752467	+						24425075	BMR1_03g02170	966		partial;old_locus_tag=BBM_III02170
mRNA		GCF_000691945.2	Primary Assembly	chromosome	III	NC_027207.2	751502	752467	+	XM_021482022.1		XP_021338589.1	RING zinc finger protein, putative		24425075	BMR1_03g02170	924	924	partial
CDS	with_protein	GCF_000691945.2	Primary Assembly	chromosome	III	NC_027207.2	751502	752467	+	XP_021338589.1		XM_021482022.1	RING zinc finger protein, putative		24425075	BMR1_03g02170	924	307	
gene	protein_coding	GCF_000691945.2	Primary Assembly	chromosome	III	NC_027207.2	752787	756170	-						24425076	BMR1_03g02171	3384		partial;old_locus_tag=BBM_III02175
mRNA		GCF_000691945.2	Primary Assembly	chromosome	III	NC_027207.2	752787	756170	-	XM_012793591.2		XP_012649045.2	PHD finger-like domain-containing protein 5A		24425076	BMR1_03g02171	2709	2709	partial
CDS	with_protein	GCF_000691945.2	Primary Assembly	chromosome	III	NC_027207.2	752787	756170	-	XP_012649045.2		XM_012793591.2	PHD finger-like domain-containing protein 5A		24425076	BMR1_03g02171	2709	902	
gene	protein_coding	GCF_000691945.2	Primary Assembly	chromosome	III	NC_027207.2	756678	757067	-						33043703	BMR1_03g02172	390		partial
mRNA		GCF_000691945.2	Primary Assembly	chromosome	III	NC_027207.2	756678	757067	-	XM_021482023.1		XP_021338590.1	PHF5-like protein		33043703	BMR1_03g02172	330	330	partial
CDS	with_protein	GCF_000691945.2	Primary Assembly	chromosome	III	NC_027207.2	756678	757067	-	XP_021338590.1		XM_021482023.1	PHF5-like protein		33043703	BMR1_03g02172	330	109	
gene	protein_coding	GCF_000691945.2	Primary Assembly	chromosome	III	NC_027207.2	757431	758915	-						33043704	BMR1_03g02173	1485		partial
mRNA		GCF_000691945.2	Primary Assembly	chromosome	III	NC_027207.2	757431	758915	-	XM_021482024.1		XP_021338591.1	conserved Plasmodium protein, unknown function		33043704	BMR1_03g02173	1377	1377	partial
CDS	with_protein	GCF_000691945.2	Primary Assembly	chromosome	III	NC_027207.2	757431	758915	-	XP_021338591.1		XM_021482024.1	conserved Plasmodium protein, unknown function		33043704	BMR1_03g02173	1377	458	
gene	protein_coding	GCF_000691945.2	Primary Assembly	chromosome	III	NC_027207.2	759548	761743	+						24425078	BMR1_03g02185	2196		partial;old_locus_tag=BBM_III02185
mRNA		GCF_000691945.2	Primary Assembly	chromosome	III	NC_027207.2	759548	761743	+	XM_012793593.1		XP_012649047.1	conserved Plasmodium protein, unknown function		24425078	BMR1_03g02185	2196	2196	partial
CDS	with_protein	GCF_000691945.2	Primary Assembly	chromosome	III	NC_027207.2	759548	761743	+	XP_012649047.1		XM_012793593.1	conserved Plasmodium protein, unknown function		24425078	BMR1_03g02185	2196	731	
gene	protein_coding	GCF_000691945.2	Primary Assembly	chromosome	III	NC_027207.2	762944	765565	+						24425079	BMR1_03g02190	2622		partial;old_locus_tag=BBM_III02190
mRNA		GCF_000691945.2	Primary Assembly	chromosome	III	NC_027207.2	762944	765565	+	XM_021482025.1		XP_021338592.1	Translation initiation factor IF-2		24425079	BMR1_03g02190	2283	2283	partial
CDS	with_protein	GCF_000691945.2	Primary Assembly	chromosome	III	NC_027207.2	762944	765565	+	XP_021338592.1		XM_021482025.1	Translation initiation factor IF-2		24425079	BMR1_03g02190	2283	760	
gene	protein_coding	GCF_000691945.2	Primary Assembly	chromosome	III	NC_027207.2	765906	766862	-						24425080	BMR1_03g02195	957		partial;old_locus_tag=BBM_III02195
mRNA		GCF_000691945.2	Primary Assembly	chromosome	III	NC_027207.2	765906	766862	-	XM_012793595.1		XP_012649049.1	hypothetical protein		24425080	BMR1_03g02195	831	831	partial
CDS	with_protein	GCF_000691945.2	Primary Assembly	chromosome	III	NC_027207.2	765906	766862	-	XP_012649049.1		XM_012793595.1	hypothetical protein		24425080	BMR1_03g02195	831	276	
gene	protein_coding	GCF_000691945.2	Primary Assembly	chromosome	III	NC_027207.2	766966	768558	+						24425081	BMR1_03g02200	1593		partial;old_locus_tag=BBM_III02200
mRNA		GCF_000691945.2	Primary Assembly	chromosome	III	NC_027207.2	766966	768558	+	XM_021482026.1		XP_021338593.1	Probable E3 ubiquitin-protein ligase HERC1		24425081	BMR1_03g02200	1191	1191	partial
CDS	with_protein	GCF_000691945.2	Primary Assembly	chromosome	III	NC_027207.2	766966	768558	+	XP_021338593.1		XM_021482026.1	Probable E3 ubiquitin-protein ligase HERC1		24425081	BMR1_03g02200	1191	396	
gene	protein_coding	GCF_000691945.2	Primary Assembly	chromosome	III	NC_027207.2	768667	770970	-						24425082	BMR1_03g02205	2304		partial;old_locus_tag=BBM_III02205
mRNA		GCF_000691945.2	Primary Assembly	chromosome	III	NC_027207.2	768667	770970	-	XM_012793597.1		XP_012649051.1	hypothetical protein		24425082	BMR1_03g02205	1452	1452	partial
CDS	with_protein	GCF_000691945.2	Primary Assembly	chromosome	III	NC_027207.2	768667	770970	-	XP_012649051.1		XM_012793597.1	hypothetical protein		24425082	BMR1_03g02205	1452	483	
gene	tRNA	GCF_000691945.2	Primary Assembly	chromosome	III	NC_027207.2	770990	771062	-						24425083	BMR1_03g02206	73		old_locus_tag=BBM_III02207
tRNA		GCF_000691945.2	Primary Assembly	chromosome	III	NC_027207.2	770990	771062	-				tRNA-Lys		24425083	BMR1_03g02206	73		
gene	protein_coding	GCF_000691945.2	Primary Assembly	chromosome	III	NC_027207.2	771175	771939	+						24425084	BMR1_03g02210	765		partial;old_locus_tag=BBM_III02210
mRNA		GCF_000691945.2	Primary Assembly	chromosome	III	NC_027207.2	771175	771939	+	XM_012793598.1		XP_012649052.1			24425084	BMR1_03g02210	765	765	partial
CDS	with_protein	GCF_000691945.2	Primary Assembly	chromosome	III	NC_027207.2	771175	771939	+	XP_012649052.1		XM_012793598.1	hypothetical protein		24425084	BMR1_03g02210	765	254	
gene	protein_coding	GCF_000691945.2	Primary Assembly	chromosome	III	NC_027207.2	772222	773556	+						24425085	BMR1_03g02215	1335		partial;old_locus_tag=BBM_III02215
mRNA		GCF_000691945.2	Primary Assembly	chromosome	III	NC_027207.2	772222	773556	+	XM_012793599.1		XP_012649053.1	lipoate-protein ligase A		24425085	BMR1_03g02215	1002	1002	partial
CDS	with_protein	GCF_000691945.2	Primary Assembly	chromosome	III	NC_027207.2	772222	773556	+	XP_012649053.1		XM_012793599.1	lipoate-protein ligase A		24425085	BMR1_03g02215	1002	333	
gene	protein_coding	GCF_000691945.2	Primary Assembly	chromosome	III	NC_027207.2	773522	774501	-						24425086	BMR1_03g02220	980		partial;old_locus_tag=BBM_III02220
mRNA		GCF_000691945.2	Primary Assembly	chromosome	III	NC_027207.2	773522	774501	-	XM_021482027.1		XP_021338594.1	conserved Plasmodium protein, unknown function		24425086	BMR1_03g02220	798	798	partial
CDS	with_protein	GCF_000691945.2	Primary Assembly	chromosome	III	NC_027207.2	773522	774501	-	XP_021338594.1		XM_021482027.1	conserved Plasmodium protein, unknown function		24425086	BMR1_03g02220	798	265	
gene	protein_coding	GCF_000691945.2	Primary Assembly	chromosome	III	NC_027207.2	774525	775607	+						24425087	BMR1_03g02225	1083		partial;old_locus_tag=BBM_III02225
mRNA		GCF_000691945.2	Primary Assembly	chromosome	III	NC_027207.2	774525	775607	+	XM_021482028.1		XP_021338595.1	ribonucleoside-diphosphate reductase subunit M2		24425087	BMR1_03g02225	951	951	partial
CDS	with_protein	GCF_000691945.2	Primary Assembly	chromosome	III	NC_027207.2	774525	775607	+	XP_021338595.1		XM_021482028.1	ribonucleoside-diphosphate reductase subunit M2		24425087	BMR1_03g02225	951	316	
gene	protein_coding	GCF_000691945.2	Primary Assembly	chromosome	III	NC_027207.2	775664	776330	-						24425088	BMR1_03g02230	667		partial;old_locus_tag=BBM_III02230
mRNA		GCF_000691945.2	Primary Assembly	chromosome	III	NC_027207.2	775664	776330	-	XM_021482029.1		XP_021338596.1	cop-coated vesicle membrane protein p24 precursor, putative		24425088	BMR1_03g02230	603	603	partial
CDS	with_protein	GCF_000691945.2	Primary Assembly	chromosome	III	NC_027207.2	775664	776330	-	XP_021338596.1		XM_021482029.1	cop-coated vesicle membrane protein p24 precursor, putative		24425088	BMR1_03g02230	603	200	
gene	protein_coding	GCF_000691945.2	Primary Assembly	chromosome	III	NC_027207.2	776481	777383	+						24425089	BMR1_03g02235	903		partial;old_locus_tag=BBM_III02235
mRNA		GCF_000691945.2	Primary Assembly	chromosome	III	NC_027207.2	776481	777383	+	XM_012793603.1		XP_012649057.1	Tubulin-specific chaperone C		24425089	BMR1_03g02235	789	789	partial
CDS	with_protein	GCF_000691945.2	Primary Assembly	chromosome	III	NC_027207.2	776481	777383	+	XP_012649057.1		XM_012793603.1	Tubulin-specific chaperone C		24425089	BMR1_03g02235	789	262	
gene	protein_coding	GCF_000691945.2	Primary Assembly	chromosome	III	NC_027207.2	777913	779533	+						24425090	BMR1_03g02240	1621		partial;old_locus_tag=BBM_III02240
mRNA		GCF_000691945.2	Primary Assembly	chromosome	III	NC_027207.2	777913	779533	+	XM_012793604.1		XP_012649058.1	Phospholipase C		24425090	BMR1_03g02240	1242	1242	partial
CDS	with_protein	GCF_000691945.2	Primary Assembly	chromosome	III	NC_027207.2	777913	779533	+	XP_012649058.1		XM_012793604.1	Phospholipase C		24425090	BMR1_03g02240	1242	413	
gene	protein_coding	GCF_000691945.2	Primary Assembly	chromosome	III	NC_027207.2	780245	783520	-						24425091	BMR1_03g02245	3276		partial;old_locus_tag=BBM_III02245
mRNA		GCF_000691945.2	Primary Assembly	chromosome	III	NC_027207.2	780245	783520	-	XM_021482030.1		XP_021338597.1	35-cyclic nucleotide phosphodiesterase		24425091	BMR1_03g02245	2448	2448	partial
CDS	with_protein	GCF_000691945.2	Primary Assembly	chromosome	III	NC_027207.2	780245	783520	-	XP_021338597.1		XM_021482030.1	35-cyclic nucleotide phosphodiesterase		24425091	BMR1_03g02245	2448	815	
gene	protein_coding	GCF_000691945.2	Primary Assembly	chromosome	III	NC_027207.2	783674	784210	+						24425092	BMR1_03g02250	537		partial;old_locus_tag=BBM_III02250
mRNA		GCF_000691945.2	Primary Assembly	chromosome	III	NC_027207.2	783674	784210	+	XM_012793606.1		XP_012649060.1			24425092	BMR1_03g02250	537	537	partial
CDS	with_protein	GCF_000691945.2	Primary Assembly	chromosome	III	NC_027207.2	783674	784210	+	XP_012649060.1		XM_012793606.1	hypothetical protein		24425092	BMR1_03g02250	537	178	
gene	protein_coding	GCF_000691945.2	Primary Assembly	chromosome	III	NC_027207.2	784709	786806	+						24425093	BMR1_03g02255	2098		partial;old_locus_tag=BBM_III02255
mRNA		GCF_000691945.2	Primary Assembly	chromosome	III	NC_027207.2	784709	786806	+	XM_012793607.1		XP_012649061.1	conserved Plasmodium protein, unknown function		24425093	BMR1_03g02255	1380	1380	partial
CDS	with_protein	GCF_000691945.2	Primary Assembly	chromosome	III	NC_027207.2	784709	786806	+	XP_012649061.1		XM_012793607.1	conserved Plasmodium protein, unknown function		24425093	BMR1_03g02255	1380	459	
gene	protein_coding	GCF_000691945.2	Primary Assembly	chromosome	III	NC_027207.2	787212	789039	+						24425094	BMR1_03g02260	1828		partial;old_locus_tag=BBM_III02260
mRNA		GCF_000691945.2	Primary Assembly	chromosome	III	NC_027207.2	787212	789039	+	XM_012793608.1		XP_012649062.1	protein phosphatase 1, catalytic subunit		24425094	BMR1_03g02260	906	906	partial
CDS	with_protein	GCF_000691945.2	Primary Assembly	chromosome	III	NC_027207.2	787212	789039	+	XP_012649062.1		XM_012793608.1	protein phosphatase 1, catalytic subunit		24425094	BMR1_03g02260	906	301	
gene	protein_coding	GCF_000691945.2	Primary Assembly	chromosome	III	NC_027207.2	789767	793231	-						24425095	BMR1_03g02265	3465		partial;old_locus_tag=BBM_III02265
mRNA		GCF_000691945.2	Primary Assembly	chromosome	III	NC_027207.2	789767	793231	-	XM_012793609.1		XP_012649063.1	aarF domain-containing kinase		24425095	BMR1_03g02265	3465	3465	partial
CDS	with_protein	GCF_000691945.2	Primary Assembly	chromosome	III	NC_027207.2	789767	793231	-	XP_012649063.1		XM_012793609.1	aarF domain-containing kinase		24425095	BMR1_03g02265	3465	1154	
gene	protein_coding	GCF_000691945.2	Primary Assembly	chromosome	III	NC_027207.2	793502	795065	+						24425096	BMR1_03g02270	1564		partial;old_locus_tag=BBM_III02270
mRNA		GCF_000691945.2	Primary Assembly	chromosome	III	NC_027207.2	793502	795065	+	XM_012793610.1		XP_012649064.1	mRNA guanylyltransferase		24425096	BMR1_03g02270	1239	1239	partial
CDS	with_protein	GCF_000691945.2	Primary Assembly	chromosome	III	NC_027207.2	793502	795065	+	XP_012649064.1		XM_012793610.1	mRNA guanylyltransferase		24425096	BMR1_03g02270	1239	412	
gene	protein_coding	GCF_000691945.2	Primary Assembly	chromosome	III	NC_027207.2	795718	798123	+						24425097	BMR1_03g02275	2406		partial;old_locus_tag=BBM_III02275
mRNA		GCF_000691945.2	Primary Assembly	chromosome	III	NC_027207.2	795718	798123	+	XM_021482033.1		XP_021338598.1	Ubiquitin carboxyl-terminal hydrolase		24425097	BMR1_03g02275	1755	1755	partial
CDS	with_protein	GCF_000691945.2	Primary Assembly	chromosome	III	NC_027207.2	795718	798123	+	XP_021338598.1		XM_021482033.1	Ubiquitin carboxyl-terminal hydrolase		24425097	BMR1_03g02275	1755	584	
gene	protein_coding	GCF_000691945.2	Primary Assembly	chromosome	III	NC_027207.2	798454	798836	+						24425098	BMR1_03g02280	383		partial;old_locus_tag=BBM_III02280
mRNA		GCF_000691945.2	Primary Assembly	chromosome	III	NC_027207.2	798454	798836	+	XM_012793612.1		XP_012649066.1	Proteasomal ubiquitin receptor ADRM1 homolog		24425098	BMR1_03g02280	342	342	partial
CDS	with_protein	GCF_000691945.2	Primary Assembly	chromosome	III	NC_027207.2	798454	798836	+	XP_012649066.1		XM_012793612.1	Proteasomal ubiquitin receptor ADRM1 homolog		24425098	BMR1_03g02280	342	113	
gene	protein_coding	GCF_000691945.2	Primary Assembly	chromosome	III	NC_027207.2	798874	800249	-						24425099	BMR1_03g02285	1376		partial;old_locus_tag=BBM_III02285
mRNA		GCF_000691945.2	Primary Assembly	chromosome	III	NC_027207.2	798874	800249	-	XM_021482034.1		XP_021338599.1	DnaJ protein, putative		24425099	BMR1_03g02285	1056	1056	partial
CDS	with_protein	GCF_000691945.2	Primary Assembly	chromosome	III	NC_027207.2	798874	800249	-	XP_021338599.1		XM_021482034.1	DnaJ protein, putative		24425099	BMR1_03g02285	1056	351	
gene	protein_coding	GCF_000691945.2	Primary Assembly	chromosome	III	NC_027207.2	800290	802169	+						24425100	BMR1_03g02286	1880		partial;old_locus_tag=BBM_III02290
mRNA		GCF_000691945.2	Primary Assembly	chromosome	III	NC_027207.2	800290	802169	+	XM_021482035.1		XP_021338600.1	alpha/beta hydrolase, putative		24425100	BMR1_03g02286	1284	1284	partial
CDS	with_protein	GCF_000691945.2	Primary Assembly	chromosome	III	NC_027207.2	800290	802169	+	XP_021338600.1		XM_021482035.1	alpha/beta hydrolase, putative		24425100	BMR1_03g02286	1284	427	
gene	protein_coding	GCF_000691945.2	Primary Assembly	chromosome	III	NC_027207.2	802365	802811	-						24425102	BMR1_03g02300	447		partial;old_locus_tag=BBM_III02300
mRNA		GCF_000691945.2	Primary Assembly	chromosome	III	NC_027207.2	802365	802811	-	XM_012793617.1		XP_012649071.1	hypothetical protein		24425102	BMR1_03g02300	447	447	partial
CDS	with_protein	GCF_000691945.2	Primary Assembly	chromosome	III	NC_027207.2	802365	802811	-	XP_012649071.1		XM_012793617.1	hypothetical protein		24425102	BMR1_03g02300	447	148	
gene	protein_coding	GCF_000691945.2	Primary Assembly	chromosome	III	NC_027207.2	803066	803998	+						24425103	BMR1_03g02305	933		partial;old_locus_tag=BBM_III02305
mRNA		GCF_000691945.2	Primary Assembly	chromosome	III	NC_027207.2	803066	803998	+	XM_012793618.1		XP_012649072.1	hypothetical protein		24425103	BMR1_03g02305	933	933	partial
CDS	with_protein	GCF_000691945.2	Primary Assembly	chromosome	III	NC_027207.2	803066	803998	+	XP_012649072.1		XM_012793618.1	hypothetical protein		24425103	BMR1_03g02305	933	310	
gene	protein_coding	GCF_000691945.2	Primary Assembly	chromosome	III	NC_027207.2	804066	805396	-						24425104	BMR1_03g02310	1331		partial;old_locus_tag=BBM_III02310
mRNA		GCF_000691945.2	Primary Assembly	chromosome	III	NC_027207.2	804066	805396	-	XM_021482036.1		XP_021338601.1	Protein pelota homolog		24425104	BMR1_03g02310	1086	1086	partial
CDS	with_protein	GCF_000691945.2	Primary Assembly	chromosome	III	NC_027207.2	804066	805396	-	XP_021338601.1		XM_021482036.1	Protein pelota homolog		24425104	BMR1_03g02310	1086	361	
gene	protein_coding	GCF_000691945.2	Primary Assembly	chromosome	III	NC_027207.2	805508	806005	+						24425105	BMR1_03g02315	498		partial;old_locus_tag=BBM_III02315
mRNA		GCF_000691945.2	Primary Assembly	chromosome	III	NC_027207.2	805508	806005	+	XM_012793620.1		XP_012649074.1	protein pelota		24425105	BMR1_03g02315	285	285	partial
CDS	with_protein	GCF_000691945.2	Primary Assembly	chromosome	III	NC_027207.2	805508	806005	+	XP_012649074.1		XM_012793620.1	protein pelota		24425105	BMR1_03g02315	285	94	
gene	protein_coding	GCF_000691945.2	Primary Assembly	chromosome	III	NC_027207.2	806034	806730	-						24425106	BMR1_03g02316	697		partial;old_locus_tag=BBM_III02320
mRNA		GCF_000691945.2	Primary Assembly	chromosome	III	NC_027207.2	806034	806730	-	XM_021482038.1		XP_021338602.1	DnaJ homolog subfamily C member 19		24425106	BMR1_03g02316	633	633	partial
CDS	with_protein	GCF_000691945.2	Primary Assembly	chromosome	III	NC_027207.2	806034	806730	-	XP_021338602.1		XM_021482038.1	DnaJ homolog subfamily C member 19		24425106	BMR1_03g02316	633	210	
gene	protein_coding	GCF_000691945.2	Primary Assembly	chromosome	III	NC_027207.2	806833	808631	+						24425108	BMR1_03g02330	1799		partial;old_locus_tag=BBM_III02330
mRNA		GCF_000691945.2	Primary Assembly	chromosome	III	NC_027207.2	806833	808631	+	XM_021482039.1		XP_021338603.1	PCI domain-containing protein 2		24425108	BMR1_03g02330	1275	1275	partial
CDS	with_protein	GCF_000691945.2	Primary Assembly	chromosome	III	NC_027207.2	806833	808631	+	XP_021338603.1		XM_021482039.1	PCI domain-containing protein 2		24425108	BMR1_03g02330	1275	424	
gene	protein_coding	GCF_000691945.2	Primary Assembly	chromosome	III	NC_027207.2	808952	809409	-						24425109	BMR1_03g02335	458		partial;old_locus_tag=BBM_III02335
mRNA		GCF_000691945.2	Primary Assembly	chromosome	III	NC_027207.2	808952	809409	-	XM_012793624.1		XP_012649078.1	DNA-directed RNA polymerase II subunit RPB4		24425109	BMR1_03g02335	393	393	partial
CDS	with_protein	GCF_000691945.2	Primary Assembly	chromosome	III	NC_027207.2	808952	809409	-	XP_012649078.1		XM_012793624.1	DNA-directed RNA polymerase II subunit RPB4		24425109	BMR1_03g02335	393	130	
gene	protein_coding	GCF_000691945.2	Primary Assembly	chromosome	III	NC_027207.2	809720	809899	+						24425110	BMR1_03g02340	180		partial;old_locus_tag=BBM_III02340
mRNA		GCF_000691945.2	Primary Assembly	chromosome	III	NC_027207.2	809720	809899	+	XM_012793625.1		XP_012649079.1			24425110	BMR1_03g02340	180	180	partial
CDS	with_protein	GCF_000691945.2	Primary Assembly	chromosome	III	NC_027207.2	809720	809899	+	XP_012649079.1		XM_012793625.1	hypothetical protein		24425110	BMR1_03g02340	180	59	
gene	protein_coding	GCF_000691945.2	Primary Assembly	chromosome	III	NC_027207.2	810228	810359	+						33043705	BMR1_03g02341	132		partial
mRNA		GCF_000691945.2	Primary Assembly	chromosome	III	NC_027207.2	810228	810359	+	XM_021482040.1		XP_021338604.1			33043705	BMR1_03g02341	132	132	partial
CDS	with_protein	GCF_000691945.2	Primary Assembly	chromosome	III	NC_027207.2	810228	810359	+	XP_021338604.1		XM_021482040.1	DNA-directed RNA polymerase II subunit D		33043705	BMR1_03g02341	132	43	
gene	protein_coding	GCF_000691945.2	Primary Assembly	chromosome	III	NC_027207.2	811428	813917	+						24425111	BMR1_03g02345	2490		partial;old_locus_tag=BBM_III02345
mRNA		GCF_000691945.2	Primary Assembly	chromosome	III	NC_027207.2	811428	813917	+	XM_021482041.1		XP_021338605.1	Nucleoporin FG repeat region		24425111	BMR1_03g02345	2103	2103	partial
CDS	with_protein	GCF_000691945.2	Primary Assembly	chromosome	III	NC_027207.2	811428	813917	+	XP_021338605.1		XM_021482041.1	Nucleoporin FG repeat region		24425111	BMR1_03g02345	2103	700	
gene	protein_coding	GCF_000691945.2	Primary Assembly	chromosome	III	NC_027207.2	815043	818159	+						24425112	BMR1_03g02350	3117		partial;old_locus_tag=BBM_III02350
mRNA		GCF_000691945.2	Primary Assembly	chromosome	III	NC_027207.2	815043	818159	+	XM_012793627.1		XP_012649081.1			24425112	BMR1_03g02350	3117	3117	partial
CDS	with_protein	GCF_000691945.2	Primary Assembly	chromosome	III	NC_027207.2	815043	818159	+	XP_012649081.1		XM_012793627.1	Lon protease homolog 1 mitochondrial		24425112	BMR1_03g02350	3117	1038	
gene	protein_coding	GCF_000691945.2	Primary Assembly	chromosome	III	NC_027207.2	818463	820631	+						24425113	BMR1_03g02355	2169		partial;old_locus_tag=BBM_III02355
mRNA		GCF_000691945.2	Primary Assembly	chromosome	III	NC_027207.2	818463	820631	+	XM_021482042.1		XP_021338606.1	SET domain		24425113	BMR1_03g02355	1788	1788	partial
CDS	with_protein	GCF_000691945.2	Primary Assembly	chromosome	III	NC_027207.2	818463	820631	+	XP_021338606.1		XM_021482042.1	SET domain		24425113	BMR1_03g02355	1788	595	
gene	protein_coding	GCF_000691945.2	Primary Assembly	chromosome	III	NC_027207.2	820867	821283	+						24425114	BMR1_03g02360	417		partial;old_locus_tag=BBM_III02360
mRNA		GCF_000691945.2	Primary Assembly	chromosome	III	NC_027207.2	820867	821283	+	XM_012793629.1		XP_012649083.1	Small nuclear ribonucleoprotein-associated protein B		24425114	BMR1_03g02360	417	417	partial
CDS	with_protein	GCF_000691945.2	Primary Assembly	chromosome	III	NC_027207.2	820867	821283	+	XP_012649083.1		XM_012793629.1	Small nuclear ribonucleoprotein-associated protein B		24425114	BMR1_03g02360	417	138	
gene	protein_coding	GCF_000691945.2	Primary Assembly	chromosome	III	NC_027207.2	827253	829474	-						24425115	BMR1_03g02365	2222		partial;old_locus_tag=BBM_III02365
mRNA		GCF_000691945.2	Primary Assembly	chromosome	III	NC_027207.2	827253	829474	-	XM_021482043.1		XP_021338607.1	small nuclearribonucleoprotein B and B'		24425115	BMR1_03g02365	1968	1968	partial
CDS	with_protein	GCF_000691945.2	Primary Assembly	chromosome	III	NC_027207.2	827253	829474	-	XP_021338607.1		XM_021482043.1	small nuclearribonucleoprotein B and B'		24425115	BMR1_03g02365	1968	655	
gene	protein_coding	GCF_000691945.2	Primary Assembly	chromosome	III	NC_027207.2	829468	830870	+						33043706	BMR1_03g02366	1403		partial
