# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
mRNA		GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639282.1	261499	262918	-	XM_029015833.1		XP_028870719.1	putative geranylgeranyl transferase type-2 subunit beta	ggtb-1	39879311	BXIN_1911	1383	1383	partial
CDS	with_protein	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639282.1	261499	262918	-	XP_028870719.1		XM_029015833.1	putative geranylgeranyl transferase type-2 subunit beta	ggtb-1	39879311	BXIN_1911	1383	460	
gene	protein_coding	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639282.1	263707	264395	+						39879312	BXIN_1912	689		partial
mRNA		GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639282.1	263707	264395	+	XM_029015834.1		XP_028870716.1	uncharacterized protein		39879312	BXIN_1912	540	540	partial
CDS	with_protein	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639282.1	263707	264395	+	XP_028870716.1		XM_029015834.1	uncharacterized protein		39879312	BXIN_1912	540	179	
gene	protein_coding	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639282.1	264534	265141	-					fdx1l	39879313	BXIN_1913	608		partial
mRNA		GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639282.1	264534	265141	-	XM_029015835.1		XP_028870717.1	putative adrenodoxin-like protein	fdx1l	39879313	BXIN_1913	495	495	partial
CDS	with_protein	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639282.1	264534	265141	-	XP_028870717.1		XM_029015835.1	putative adrenodoxin-like protein	fdx1l	39879313	BXIN_1913	495	164	
gene	protein_coding	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639282.1	265364	265949	+						39879314	BXIN_1914	586		partial
mRNA		GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639282.1	265364	265949	+	XM_029015836.1		XP_028870715.1	uncharacterized protein		39879314	BXIN_1914	486	486	partial
CDS	with_protein	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639282.1	265364	265949	+	XP_028870715.1		XM_029015836.1	uncharacterized protein		39879314	BXIN_1914	486	161	
gene	protein_coding	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639282.1	266214	266991	+						39879315	BXIN_1915	778		partial
mRNA		GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639282.1	266214	266991	+	XM_029015837.1		XP_028870781.1	uncharacterized protein		39879315	BXIN_1915	438	438	partial
CDS	with_protein	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639282.1	266214	266991	+	XP_028870781.1		XM_029015837.1	uncharacterized protein		39879315	BXIN_1915	438	145	
gene	protein_coding	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639282.1	267137	268211	+						39879316	BXIN_1916	1075		partial
mRNA		GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639282.1	267137	268211	+	XM_029015838.1		XP_028870713.1	uncharacterized protein		39879316	BXIN_1916	762	762	partial
CDS	with_protein	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639282.1	267137	268211	+	XP_028870713.1		XM_029015838.1	uncharacterized protein		39879316	BXIN_1916	762	253	
gene	protein_coding	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639282.1	268665	270776	+						39879317	BXIN_1917	2112		partial
mRNA		GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639282.1	268665	270776	+	XM_029015839.1		XP_028870714.1	Peroxiredoxin-2		39879317	BXIN_1917	1338	1338	partial
CDS	with_protein	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639282.1	268665	270776	+	XP_028870714.1		XM_029015839.1	Peroxiredoxin-2		39879317	BXIN_1917	1338	445	
gene	protein_coding	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639282.1	271030	271423	-						39879318	BXIN_1918	394		partial
mRNA		GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639282.1	271030	271423	-	XM_029015840.1		XP_028870711.1	10 kDa chaperonin		39879318	BXIN_1918	312	312	partial
CDS	with_protein	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639282.1	271030	271423	-	XP_028870711.1		XM_029015840.1	10 kDa chaperonin		39879318	BXIN_1918	312	103	
gene	protein_coding	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639282.1	271627	273978	+					phb2	39879319	BXIN_1919	2352		partial
mRNA		GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639282.1	271627	273978	+	XM_029015841.1		XP_028870712.1	Prohibitin-2	phb2	39879319	BXIN_1919	1737	1737	partial
CDS	with_protein	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639282.1	271627	273978	+	XP_028870712.1		XM_029015841.1	Prohibitin-2	phb2	39879319	BXIN_1919	1737	578	
gene	protein_coding	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639282.1	274085	274806	-						39879320	BXIN_1920	722		partial
mRNA		GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639282.1	274085	274806	-	XM_029015842.1		XP_028871063.1	Proteasome subunit beta type-2		39879320	BXIN_1920	657	657	partial
CDS	with_protein	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639282.1	274085	274806	-	XP_028871063.1		XM_029015842.1	Proteasome subunit beta type-2		39879320	BXIN_1920	657	218	
gene	protein_coding	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639282.1	275392	277802	+						39879321	BXIN_1921	2411		partial
mRNA		GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639282.1	275392	277802	+	XM_029015843.1		XP_028870956.1	uncharacterized protein		39879321	BXIN_1921	2172	2172	partial
CDS	with_protein	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639282.1	275392	277802	+	XP_028870956.1		XM_029015843.1	uncharacterized protein		39879321	BXIN_1921	2172	723	
gene	protein_coding	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639282.1	278146	281974	+						39879322	BXIN_1922	3829		partial
mRNA		GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639282.1	278146	281974	+	XM_029015844.1		XP_028870955.1	DNA mismatch repair protein MSH6		39879322	BXIN_1922	3750	3750	partial
CDS	with_protein	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639282.1	278146	281974	+	XP_028870955.1		XM_029015844.1	DNA mismatch repair protein MSH6		39879322	BXIN_1922	3750	1249	
gene	protein_coding	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639282.1	282340	283032	+						39879323	BXIN_1923	693		partial
mRNA		GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639282.1	282340	283032	+	XM_029015845.1		XP_028870954.1	putative U3 small nucleolar RNA-associated protein 11		39879323	BXIN_1923	693	693	partial
CDS	with_protein	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639282.1	282340	283032	+	XP_028870954.1		XM_029015845.1	putative U3 small nucleolar RNA-associated protein 11		39879323	BXIN_1923	693	230	
gene	protein_coding	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639282.1	285450	288709	-					argS	39879324	BXIN_1924	3260		partial
mRNA		GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639282.1	285450	288709	-	XM_029015846.1		XP_028871067.1	Arginine--tRNA ligase	argS	39879324	BXIN_1924	2631	2631	partial
CDS	with_protein	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639282.1	285450	288709	-	XP_028871067.1		XM_029015846.1	Arginine--tRNA ligase	argS	39879324	BXIN_1924	2631	876	
gene	protein_coding	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639282.1	288942	290276	+						39879325	BXIN_1925	1335		partial
mRNA		GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639282.1	288942	290276	+	XM_029015847.1		XP_028871066.1	uncharacterized protein		39879325	BXIN_1925	1335	1335	partial
CDS	with_protein	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639282.1	288942	290276	+	XP_028871066.1		XM_029015847.1	uncharacterized protein		39879325	BXIN_1925	1335	444	
gene	protein_coding	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639282.1	290314	294360	-						39879326	BXIN_1926	4047		partial
mRNA		GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639282.1	290314	294360	-	XM_029015848.1		XP_028871065.1	uncharacterized protein		39879326	BXIN_1926	4047	4047	partial
CDS	with_protein	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639282.1	290314	294360	-	XP_028871065.1		XM_029015848.1	uncharacterized protein		39879326	BXIN_1926	4047	1348	
gene	protein_coding	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639282.1	295473	296525	+						39879327	BXIN_1927	1053		partial
mRNA		GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639282.1	295473	296525	+	XM_029015849.1		XP_028871064.1	uncharacterized protein		39879327	BXIN_1927	981	981	partial
CDS	with_protein	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639282.1	295473	296525	+	XP_028871064.1		XM_029015849.1	uncharacterized protein		39879327	BXIN_1927	981	326	
gene	protein_coding	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639282.1	296679	299236	+						39879328	BXIN_1928	2558		partial
mRNA		GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639282.1	296679	299236	+	XM_029015850.1		XP_028870744.1	putative pre-mRNA-splicing factor ATP-dependent RNA helicase DEAH2		39879328	BXIN_1928	2139	2139	partial
CDS	with_protein	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639282.1	296679	299236	+	XP_028870744.1		XM_029015850.1	putative pre-mRNA-splicing factor ATP-dependent RNA helicase DEAH2		39879328	BXIN_1928	2139	712	
gene	protein_coding	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639282.1	305840	307000	+					pctA	39879329	BXIN_1929	1161		partial
mRNA		GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639282.1	305840	307000	+	XM_029015851.1		XP_028870743.1	Ethanolamine-phosphate cytidylyltransferase	pctA	39879329	BXIN_1929	1161	1161	partial
CDS	with_protein	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639282.1	305840	307000	+	XP_028870743.1		XM_029015851.1	Ethanolamine-phosphate cytidylyltransferase	pctA	39879329	BXIN_1929	1161	386	
gene	protein_coding	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639282.1	307046	308827	-						39879330	BXIN_1930	1782		partial
mRNA		GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639282.1	307046	308827	-	XM_029015852.1		XP_028871031.1	N-glycosylase/DNA lyase		39879330	BXIN_1930	975	975	partial
CDS	with_protein	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639282.1	307046	308827	-	XP_028871031.1		XM_029015852.1	N-glycosylase/DNA lyase		39879330	BXIN_1930	975	324	
gene	protein_coding	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639282.1	308987	311083	-						39879331	BXIN_1931	2097		partial
mRNA		GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639282.1	308987	311083	-	XM_029015853.1		XP_028870845.1	uncharacterized protein		39879331	BXIN_1931	2097	2097	partial
CDS	with_protein	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639282.1	308987	311083	-	XP_028870845.1		XM_029015853.1	uncharacterized protein		39879331	BXIN_1931	2097	698	
gene	protein_coding	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639282.1	312150	312597	+					clpS	39879332	BXIN_1932	448		partial
mRNA		GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639282.1	312150	312597	+	XM_029015854.1		XP_028870734.1	ATP-dependent Clp protease adapter protein ClpS	clpS	39879332	BXIN_1932	369	369	partial
CDS	with_protein	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639282.1	312150	312597	+	XP_028870734.1		XM_029015854.1	ATP-dependent Clp protease adapter protein ClpS	clpS	39879332	BXIN_1932	369	122	
gene	protein_coding	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639282.1	312917	313452	-						39879333	BXIN_1933	536		partial
mRNA		GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639282.1	312917	313452	-	XM_029015855.1		XP_028871032.1	Mitochondrial inner membrane protease subunit 1		39879333	BXIN_1933	459	459	partial
CDS	with_protein	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639282.1	312917	313452	-	XP_028871032.1		XM_029015855.1	Mitochondrial inner membrane protease subunit 1		39879333	BXIN_1933	459	152	
gene	protein_coding	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639282.1	313755	314530	+						39879334	BXIN_1934	776		partial
mRNA		GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639282.1	313755	314530	+	XM_029015856.1		XP_028870730.1	uncharacterized protein		39879334	BXIN_1934	648	648	partial
CDS	with_protein	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639282.1	313755	314530	+	XP_028870730.1		XM_029015856.1	uncharacterized protein		39879334	BXIN_1934	648	215	
gene	protein_coding	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639282.1	314620	318473	-						39879335	BXIN_1935	3854		partial
mRNA		GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639282.1	314620	318473	-	XM_029015857.1		XP_028870731.1	Vacuolar protein-sorting-associated protein 11 -like protein		39879335	BXIN_1935	3369	3369	partial
CDS	with_protein	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639282.1	314620	318473	-	XP_028870731.1		XM_029015857.1	Vacuolar protein-sorting-associated protein 11 -like protein		39879335	BXIN_1935	3369	1122	
gene	protein_coding	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639282.1	319057	322251	-						39879336	BXIN_1936	3195		partial
mRNA		GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639282.1	319057	322251	-	XM_029015858.1		XP_028870732.1	uncharacterized protein		39879336	BXIN_1936	3195	3195	partial
CDS	with_protein	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639282.1	319057	322251	-	XP_028870732.1		XM_029015858.1	uncharacterized protein		39879336	BXIN_1936	3195	1064	
gene	protein_coding	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639282.1	323521	325298	+						39879337	BXIN_1937	1778		partial
mRNA		GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639282.1	323521	325298	+	XM_029015859.1		XP_028870733.1	putative ATP-dependent RNA helicase DDX47		39879337	BXIN_1937	1446	1446	partial
CDS	with_protein	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639282.1	323521	325298	+	XP_028870733.1		XM_029015859.1	putative ATP-dependent RNA helicase DDX47		39879337	BXIN_1937	1446	481	
gene	protein_coding	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639282.1	325316	326566	-						39879338	BXIN_1938	1251		partial
mRNA		GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639282.1	325316	326566	-	XM_029015860.1		XP_028870759.1	cAMP-dependent protein kinase catalytic subunit PRKX		39879338	BXIN_1938	1251	1251	partial
CDS	with_protein	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639282.1	325316	326566	-	XP_028870759.1		XM_029015860.1	cAMP-dependent protein kinase catalytic subunit PRKX		39879338	BXIN_1938	1251	416	
gene	protein_coding	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639282.1	328069	328599	+						39879339	BXIN_1939	531		partial
mRNA		GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639282.1	328069	328599	+	XM_029015861.1		XP_028870760.1	uncharacterized protein		39879339	BXIN_1939	381	381	partial
CDS	with_protein	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639282.1	328069	328599	+	XP_028870760.1		XM_029015861.1	uncharacterized protein		39879339	BXIN_1939	381	126	
gene	protein_coding	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639282.1	329440	331344	+					glpK	39879340	BXIN_1940	1905		partial
mRNA		GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639282.1	329440	331344	+	XM_029015862.1		XP_028870960.1	Glycerol kinase	glpK	39879340	BXIN_1940	1584	1584	partial
CDS	with_protein	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639282.1	329440	331344	+	XP_028870960.1		XM_029015862.1	Glycerol kinase	glpK	39879340	BXIN_1940	1584	527	
gene	protein_coding	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639282.1	332885	336933	+						39879341	BXIN_1941	4049		partial
mRNA		GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639282.1	332885	336933	+	XM_029015863.1		XP_028870959.1	uncharacterized protein		39879341	BXIN_1941	3819	3819	partial
CDS	with_protein	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639282.1	332885	336933	+	XP_028870959.1		XM_029015863.1	uncharacterized protein		39879341	BXIN_1941	3819	1272	
gene	protein_coding	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639282.1	338031	339392	-						39879342	BXIN_1942	1362		partial
mRNA		GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639282.1	338031	339392	-	XM_029015864.1		XP_028870962.1	uncharacterized protein		39879342	BXIN_1942	1362	1362	partial
CDS	with_protein	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639282.1	338031	339392	-	XP_028870962.1		XM_029015864.1	uncharacterized protein		39879342	BXIN_1942	1362	453	
gene	protein_coding	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639282.1	340447	342502	-						39879343	BXIN_1943	2056		partial
mRNA		GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639282.1	340447	342502	-	XM_029015865.1		XP_028870961.1	uncharacterized protein		39879343	BXIN_1943	1986	1986	partial
CDS	with_protein	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639282.1	340447	342502	-	XP_028870961.1		XM_029015865.1	uncharacterized protein		39879343	BXIN_1943	1986	661	
gene	protein_coding	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639282.1	343821	345443	+						39879344	BXIN_1944	1623		partial
mRNA		GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639282.1	343821	345443	+	XM_029015866.1		XP_028870964.1	uncharacterized protein		39879344	BXIN_1944	972	972	partial
CDS	with_protein	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639282.1	343821	345443	+	XP_028870964.1		XM_029015866.1	uncharacterized protein		39879344	BXIN_1944	972	323	
gene	protein_coding	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639282.1	347451	348312	-						39879345	BXIN_1945	862		partial
mRNA		GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639282.1	347451	348312	-	XM_029015867.1		XP_028870963.1	60S ribosomal protein L17		39879345	BXIN_1945	633	633	partial
CDS	with_protein	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639282.1	347451	348312	-	XP_028870963.1		XM_029015867.1	60S ribosomal protein L17		39879345	BXIN_1945	633	210	
gene	protein_coding	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639282.1	349473	350438	+						39879346	BXIN_1946	966		partial
mRNA		GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639282.1	349473	350438	+	XM_029015868.1		XP_028870756.1	uncharacterized protein		39879346	BXIN_1946	966	966	partial
CDS	with_protein	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639282.1	349473	350438	+	XP_028870756.1		XM_029015868.1	uncharacterized protein		39879346	BXIN_1946	966	321	
gene	protein_coding	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639282.1	350569	352245	-						39879347	BXIN_1947	1677		partial
mRNA		GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639282.1	350569	352245	-	XM_029015869.1		XP_028870755.1	Calmodulin		39879347	BXIN_1947	1218	1218	partial
CDS	with_protein	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639282.1	350569	352245	-	XP_028870755.1		XM_029015869.1	Calmodulin		39879347	BXIN_1947	1218	405	
gene	protein_coding	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639282.1	353363	355464	+					pitA	39879348	BXIN_1948	2102		partial
mRNA		GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639282.1	353363	355464	+	XM_029015870.1		XP_028870758.1	Phosphatidylinositol transfer protein 1	pitA	39879348	BXIN_1948	1989	1989	partial
CDS	with_protein	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639282.1	353363	355464	+	XP_028870758.1		XM_029015870.1	Phosphatidylinositol transfer protein 1	pitA	39879348	BXIN_1948	1989	662	
gene	protein_coding	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639282.1	355880	356359	-						39879349	BXIN_1949	480		partial
mRNA		GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639282.1	355880	356359	-	XM_029015871.1		XP_028870757.1	Uncharacterized protein		39879349	BXIN_1949	480	480	partial
CDS	with_protein	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639282.1	355880	356359	-	XP_028870757.1		XM_029015871.1	Uncharacterized protein		39879349	BXIN_1949	480	159	
gene	protein_coding	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639282.1	356707	358357	-					gdap2	39879350	BXIN_1950	1651		partial
mRNA		GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639282.1	356707	358357	-	XM_029015872.1		XP_028870913.1	Protein GDAP2 -like protein	gdap2	39879350	BXIN_1950	1398	1398	partial
CDS	with_protein	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639282.1	356707	358357	-	XP_028870913.1		XM_029015872.1	Protein GDAP2 -like protein	gdap2	39879350	BXIN_1950	1398	465	
gene	protein_coding	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639282.1	358400	359502	+						39879351	BXIN_1951	1103		partial
mRNA		GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639282.1	358400	359502	+	XM_029015873.1		XP_028870914.1	uncharacterized protein		39879351	BXIN_1951	726	726	partial
CDS	with_protein	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639282.1	358400	359502	+	XP_028870914.1		XM_029015873.1	uncharacterized protein		39879351	BXIN_1951	726	241	
gene	protein_coding	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639282.1	359555	360472	-						39879352	BXIN_1952	918		partial
mRNA		GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639282.1	359555	360472	-	XM_029015874.1		XP_028870911.1	uncharacterized protein		39879352	BXIN_1952	690	690	partial
CDS	with_protein	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639282.1	359555	360472	-	XP_028870911.1		XM_029015874.1	uncharacterized protein		39879352	BXIN_1952	690	229	
gene	protein_coding	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639282.1	360712	363352	+						39879353	BXIN_1953	2641		partial
mRNA		GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639282.1	360712	363352	+	XM_029015875.1		XP_028870912.1	Nucleolar GTP-binding protein 2		39879353	BXIN_1953	1956	1956	partial
CDS	with_protein	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639282.1	360712	363352	+	XP_028870912.1		XM_029015875.1	Nucleolar GTP-binding protein 2		39879353	BXIN_1953	1956	651	
gene	protein_coding	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639282.1	363783	365887	+						39879354	BXIN_1954	2105		partial
mRNA		GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639282.1	363783	365887	+	XM_029015876.1		XP_028870918.1	Actin-related protein 4		39879354	BXIN_1954	1590	1590	partial
CDS	with_protein	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639282.1	363783	365887	+	XP_028870918.1		XM_029015876.1	Actin-related protein 4		39879354	BXIN_1954	1590	529	
gene	protein_coding	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639282.1	367005	368150	-						39879355	BXIN_1955	1146		partial
mRNA		GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639282.1	367005	368150	-	XM_029015877.1		XP_028870919.1	uncharacterized protein		39879355	BXIN_1955	1146	1146	partial
CDS	with_protein	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639282.1	367005	368150	-	XP_028870919.1		XM_029015877.1	uncharacterized protein		39879355	BXIN_1955	1146	381	
gene	protein_coding	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639282.1	369345	374338	+					infB	39879356	BXIN_1956	4994		partial
mRNA		GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639282.1	369345	374338	+	XM_029015878.1		XP_028870915.1	Translation initiation factor IF-2	infB	39879356	BXIN_1956	4578	4578	partial
CDS	with_protein	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639282.1	369345	374338	+	XP_028870915.1		XM_029015878.1	Translation initiation factor IF-2	infB	39879356	BXIN_1956	4578	1525	
gene	protein_coding	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639282.1	374641	376222	-						39879357	BXIN_1957	1582		partial
mRNA		GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639282.1	374641	376222	-	XM_029015879.1		XP_028870917.1	uncharacterized protein		39879357	BXIN_1957	1545	1545	partial
CDS	with_protein	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639282.1	374641	376222	-	XP_028870917.1		XM_029015879.1	uncharacterized protein		39879357	BXIN_1957	1545	514	
gene	tRNA	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639282.1	378164	378237	+						39880521	BXIN_3250	74		partial
tRNA		GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639282.1	378164	378237	+				tRNA-Lys		39880521	BXIN_3250	74		partial
gene	protein_coding	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639282.1	378331	379878	+					lplA	39879358	BXIN_1958	1548		partial
mRNA		GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639282.1	378331	379878	+	XM_029015880.1		XP_028870979.1	Lipoate-protein ligase A	lplA	39879358	BXIN_1958	1119	1119	partial
CDS	with_protein	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639282.1	378331	379878	+	XP_028870979.1		XM_029015880.1	Lipoate-protein ligase A	lplA	39879358	BXIN_1958	1119	372	
gene	protein_coding	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639282.1	379917	380782	-						39879359	BXIN_1959	866		partial
mRNA		GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639282.1	379917	380782	-	XM_029015881.1		XP_028870980.1	uncharacterized protein		39879359	BXIN_1959	747	747	partial
CDS	with_protein	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639282.1	379917	380782	-	XP_028870980.1		XM_029015881.1	uncharacterized protein		39879359	BXIN_1959	747	248	
gene	protein_coding	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639282.1	380885	382122	-						39879360	BXIN_1960	1238		partial
mRNA		GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639282.1	380885	382122	-	XM_029015882.1		XP_028871008.1	Tubulin-folding cofactor C		39879360	BXIN_1960	954	954	partial
CDS	with_protein	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639282.1	380885	382122	-	XP_028871008.1		XM_029015882.1	Tubulin-folding cofactor C		39879360	BXIN_1960	954	317	
