# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
mRNA		GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638330.1	253049	253542	-	XM_029011676.1		XP_028867509.1	uncharacterized protein		39875036	BOVATA_027590	393	393	partial
CDS	with_protein	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638330.1	253049	253542	-	XP_028867509.1		XM_029011676.1	uncharacterized protein		39875036	BOVATA_027590	393	130	
gene	protein_coding	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638330.1	255135	255880	+						39875037	BOVATA_027600	746		partial
mRNA		GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638330.1	255135	255880	+	XM_029011677.1		XP_028867510.1	translation initiation factor eIF3 subunit		39875037	BOVATA_027600	600	600	partial
CDS	with_protein	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638330.1	255135	255880	+	XP_028867510.1		XM_029011677.1	translation initiation factor eIF3 subunit		39875037	BOVATA_027600	600	199	
gene	protein_coding	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638330.1	255881	256516	-						39875038	BOVATA_027610	636		partial
mRNA		GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638330.1	255881	256516	-	XM_029011678.1		XP_028867511.1	arginine deiminase, putative		39875038	BOVATA_027610	561	561	partial
CDS	with_protein	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638330.1	255881	256516	-	XP_028867511.1		XM_029011678.1	arginine deiminase, putative		39875038	BOVATA_027610	561	186	
gene	protein_coding	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638330.1	256907	257317	-						39875039	BOVATA_027620	411		partial
mRNA		GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638330.1	256907	257317	-	XM_029011679.1		XP_028867512.1	histone		39875039	BOVATA_027620	411	411	partial
CDS	with_protein	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638330.1	256907	257317	-	XP_028867512.1		XM_029011679.1	histone		39875039	BOVATA_027620	411	136	
gene	protein_coding	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638330.1	257692	259200	-						39875040	BOVATA_027630	1509		partial
mRNA		GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638330.1	257692	259200	-	XM_029011680.1		XP_028867513.1	Brf1p family coiled coil protein, putative		39875040	BOVATA_027630	1509	1509	partial
CDS	with_protein	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638330.1	257692	259200	-	XP_028867513.1		XM_029011680.1	Brf1p family coiled coil protein, putative		39875040	BOVATA_027630	1509	502	
gene	protein_coding	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638330.1	259579	262529	-						39875041	BOVATA_027640	2951		partial
mRNA		GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638330.1	259579	262529	-	XM_029011681.1		XP_028867514.1	AP-2 complex subunit alpha-1-like protein		39875041	BOVATA_027640	2805	2805	partial
CDS	with_protein	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638330.1	259579	262529	-	XP_028867514.1		XM_029011681.1	AP-2 complex subunit alpha-1-like protein		39875041	BOVATA_027640	2805	934	
gene	protein_coding	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638330.1	261889	262244	+						39875042	BOVATA_027650	356		partial
mRNA		GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638330.1	261889	262244	+	XM_029011682.1		XP_028867515.1	family transcriptional regulator, putative		39875042	BOVATA_027650	330	330	partial
CDS	with_protein	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638330.1	261889	262244	+	XP_028867515.1		XM_029011682.1	family transcriptional regulator, putative		39875042	BOVATA_027650	330	109	
gene	protein_coding	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638330.1	262719	263060	-						39875043	BOVATA_027660	342		partial
mRNA		GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638330.1	262719	263060	-	XM_029011683.1		XP_028867516.1	ABC transporter		39875043	BOVATA_027660	342	342	partial
CDS	with_protein	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638330.1	262719	263060	-	XP_028867516.1		XM_029011683.1	ABC transporter		39875043	BOVATA_027660	342	113	
gene	protein_coding	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638330.1	264530	269328	-						39875044	BOVATA_027670	4799		partial
mRNA		GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638330.1	264530	269328	-	XM_029011684.1		XP_028867517.1	Intron-binding aquarius		39875044	BOVATA_027670	4758	4758	partial
CDS	with_protein	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638330.1	264530	269328	-	XP_028867517.1		XM_029011684.1	Intron-binding aquarius		39875044	BOVATA_027670	4758	1585	
gene	protein_coding	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638330.1	269471	271754	-						39875045	BOVATA_027680	2284		partial
mRNA		GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638330.1	269471	271754	-	XM_029011685.1		XP_028867518.1	non-canonical purine NTP pyrophosphatase, putative		39875045	BOVATA_027680	2220	2220	partial
CDS	with_protein	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638330.1	269471	271754	-	XP_028867518.1		XM_029011685.1	non-canonical purine NTP pyrophosphatase, putative		39875045	BOVATA_027680	2220	739	
gene	protein_coding	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638330.1	271877	272950	+						39875046	BOVATA_027690	1074		partial
mRNA		GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638330.1	271877	272950	+	XM_029011686.1		XP_028867519.1	arsenical pump-driving protein		39875046	BOVATA_027690	924	924	partial
CDS	with_protein	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638330.1	271877	272950	+	XP_028867519.1		XM_029011686.1	arsenical pump-driving protein		39875046	BOVATA_027690	924	307	
gene	protein_coding	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638330.1	272555	274349	-						39875047	BOVATA_027700	1795		partial
mRNA		GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638330.1	272555	274349	-	XM_029011687.1		XP_028867520.1	ARM repeats containing protein		39875047	BOVATA_027700	1155	1155	partial
CDS	with_protein	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638330.1	272555	274349	-	XP_028867520.1		XM_029011687.1	ARM repeats containing protein		39875047	BOVATA_027700	1155	384	
gene	protein_coding	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638330.1	274506	276248	-						39875048	BOVATA_027710	1743		partial
mRNA		GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638330.1	274506	276248	-	XM_029011688.1		XP_028867521.1	kinase domain containing protein		39875048	BOVATA_027710	1743	1743	partial
CDS	with_protein	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638330.1	274506	276248	-	XP_028867521.1		XM_029011688.1	kinase domain containing protein		39875048	BOVATA_027710	1743	580	
gene	protein_coding	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638330.1	276383	278295	-						39875049	BOVATA_027720	1913		partial
mRNA		GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638330.1	276383	278295	-	XM_029011689.1		XP_028867522.1	oligodendrocyte transcription factor 2-like protein, putative		39875049	BOVATA_027720	1797	1797	partial
CDS	with_protein	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638330.1	276383	278295	-	XP_028867522.1		XM_029011689.1	oligodendrocyte transcription factor 2-like protein, putative		39875049	BOVATA_027720	1797	598	
gene	protein_coding	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638330.1	278968	281410	-						39875050	BOVATA_027730	2443		partial
mRNA		GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638330.1	278968	281410	-	XM_029011690.1		XP_028867523.1	methionyl-tRNA synthetase		39875050	BOVATA_027730	2367	2367	partial
CDS	with_protein	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638330.1	278968	281410	-	XP_028867523.1		XM_029011690.1	methionyl-tRNA synthetase		39875050	BOVATA_027730	2367	788	
gene	protein_coding	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638330.1	281500	282321	+						39875051	BOVATA_027740	822		partial
mRNA		GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638330.1	281500	282321	+	XM_029011691.1		XP_028867524.1	1 family type VI secretion ATPase, putative		39875051	BOVATA_027740	684	684	partial
CDS	with_protein	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638330.1	281500	282321	+	XP_028867524.1		XM_029011691.1	1 family type VI secretion ATPase, putative		39875051	BOVATA_027740	684	227	
gene	protein_coding	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638330.1	281734	282288	-						39875052	BOVATA_027750	555		partial
mRNA		GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638330.1	281734	282288	-	XM_029011692.1		XP_028867525.1	diguanylate phosphodiesterase		39875052	BOVATA_027750	555	555	partial
CDS	with_protein	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638330.1	281734	282288	-	XP_028867525.1		XM_029011692.1	diguanylate phosphodiesterase		39875052	BOVATA_027750	555	184	
gene	protein_coding	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638330.1	283011	283465	+						39875053	BOVATA_027760	455		partial
mRNA		GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638330.1	283011	283465	+	XM_029011693.1		XP_028867526.1	uncharacterized protein		39875053	BOVATA_027760	291	291	partial
CDS	with_protein	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638330.1	283011	283465	+	XP_028867526.1		XM_029011693.1	uncharacterized protein		39875053	BOVATA_027760	291	96	
gene	protein_coding	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638330.1	285337	286098	-						39875054	BOVATA_027770	762		partial
mRNA		GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638330.1	285337	286098	-	XM_029011694.1		XP_028867527.1	uncharacterized protein		39875054	BOVATA_027770	762	762	partial
CDS	with_protein	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638330.1	285337	286098	-	XP_028867527.1		XM_029011694.1	uncharacterized protein		39875054	BOVATA_027770	762	253	
gene	protein_coding	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638330.1	288848	291706	-						39875055	BOVATA_027780	2859		partial
mRNA		GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638330.1	288848	291706	-	XM_029011695.1		XP_028867528.1	uncharacterized protein		39875055	BOVATA_027780	2859	2859	partial
CDS	with_protein	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638330.1	288848	291706	-	XP_028867528.1		XM_029011695.1	uncharacterized protein		39875055	BOVATA_027780	2859	952	
gene	protein_coding	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638330.1	292653	293312	-						39875056	BOVATA_027790	660		partial
mRNA		GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638330.1	292653	293312	-	XM_029011696.1		XP_028867529.1	uncharacterized protein		39875056	BOVATA_027790	660	660	partial
CDS	with_protein	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638330.1	292653	293312	-	XP_028867529.1		XM_029011696.1	uncharacterized protein		39875056	BOVATA_027790	660	219	
gene	protein_coding	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638330.1	294884	296913	-						39875057	BOVATA_027800	2030		partial
mRNA		GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638330.1	294884	296913	-	XM_029011697.1		XP_028867530.1	ribosome biogenesis GTP-binding protein		39875057	BOVATA_027800	1545	1545	partial
CDS	with_protein	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638330.1	294884	296913	-	XP_028867530.1		XM_029011697.1	ribosome biogenesis GTP-binding protein		39875057	BOVATA_027800	1545	514	
gene	protein_coding	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638330.1	297768	298632	+						39875058	BOVATA_027810	865		partial
mRNA		GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638330.1	297768	298632	+	XM_029011698.1		XP_028867531.1	snf7 family protein		39875058	BOVATA_027810	609	609	partial
CDS	with_protein	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638330.1	297768	298632	+	XP_028867531.1		XM_029011698.1	snf7 family protein		39875058	BOVATA_027810	609	202	
gene	tRNA	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638330.1	298788	298859	-						39877354	BOVATA_910330	72		
tRNA		GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638330.1	298788	298859	-				tRNA-Gln		39877354	BOVATA_910330	72		
gene	protein_coding	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638330.1	299540	300517	+						39875059	BOVATA_027820	978		partial
mRNA		GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638330.1	299540	300517	+	XM_029011699.1		XP_028867532.1	CRAL TRIO domain-containing protein, putative		39875059	BOVATA_027820	840	840	partial
CDS	with_protein	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638330.1	299540	300517	+	XP_028867532.1		XM_029011699.1	CRAL TRIO domain-containing protein, putative		39875059	BOVATA_027820	840	279	
gene	protein_coding	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638330.1	300720	301712	+						39875060	BOVATA_027830	993		partial
mRNA		GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638330.1	300720	301712	+	XM_029011700.1		XP_028867533.1	helicase family member protein		39875060	BOVATA_027830	993	993	partial
CDS	with_protein	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638330.1	300720	301712	+	XP_028867533.1		XM_029011700.1	helicase family member protein		39875060	BOVATA_027830	993	330	
gene	protein_coding	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638330.1	302485	303486	-						39875061	BOVATA_027840	1002		partial
mRNA		GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638330.1	302485	303486	-	XM_029011701.1		XP_028867534.1	uncharacterized protein		39875061	BOVATA_027840	1002	1002	partial
CDS	with_protein	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638330.1	302485	303486	-	XP_028867534.1		XM_029011701.1	uncharacterized protein		39875061	BOVATA_027840	1002	333	
gene	protein_coding	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638330.1	303987	305156	-						39875062	BOVATA_027850	1170		partial
mRNA		GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638330.1	303987	305156	-	XM_029011702.1		XP_028867535.1	transcription factor s-ii (tfiis) central domain-containing protein		39875062	BOVATA_027850	1170	1170	partial
CDS	with_protein	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638330.1	303987	305156	-	XP_028867535.1		XM_029011702.1	transcription factor s-ii (tfiis) central domain-containing protein		39875062	BOVATA_027850	1170	389	
gene	protein_coding	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638330.1	304845	305201	+						39875063	BOVATA_027860	357		partial
mRNA		GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638330.1	304845	305201	+	XM_029011703.1		XP_028867536.1	putative uncharacterized protein, putative		39875063	BOVATA_027860	357	357	partial
CDS	with_protein	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638330.1	304845	305201	+	XP_028867536.1		XM_029011703.1	putative uncharacterized protein, putative		39875063	BOVATA_027860	357	118	
gene	protein_coding	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638330.1	306798	309558	+						39875064	BOVATA_027870	2761		partial
mRNA		GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638330.1	306798	309558	+	XM_029011704.1		XP_028867537.1	oxoglutarate dehydrogenase (succinyl-transferring) E1 component		39875064	BOVATA_027870	2724	2724	partial
CDS	with_protein	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638330.1	306798	309558	+	XP_028867537.1		XM_029011704.1	oxoglutarate dehydrogenase (succinyl-transferring) E1 component		39875064	BOVATA_027870	2724	907	
gene	protein_coding	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638330.1	309630	311235	-						39875065	BOVATA_027880	1606		partial
mRNA		GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638330.1	309630	311235	-	XM_029011705.1		XP_028867538.1	uncharacterized protein		39875065	BOVATA_027880	1569	1569	partial
CDS	with_protein	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638330.1	309630	311235	-	XP_028867538.1		XM_029011705.1	uncharacterized protein		39875065	BOVATA_027880	1569	522	
gene	protein_coding	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638330.1	311923	315174	+						39875066	BOVATA_027890	3252		partial
mRNA		GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638330.1	311923	315174	+	XM_029011706.1		XP_028867539.1	zinc finger HIT domain-containing 3 isoform X2, putative		39875066	BOVATA_027890	2508	2508	partial
CDS	with_protein	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638330.1	311923	315174	+	XP_028867539.1		XM_029011706.1	zinc finger HIT domain-containing 3 isoform X2, putative		39875066	BOVATA_027890	2508	835	
gene	protein_coding	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638330.1	315463	319793	-						39875067	BOVATA_027900	4331		partial
mRNA		GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638330.1	315463	319793	-	XM_029011707.1		XP_028867540.1	reticulocyte binding 2, putative		39875067	BOVATA_027900	4218	4218	partial
CDS	with_protein	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638330.1	315463	319793	-	XP_028867540.1		XM_029011707.1	reticulocyte binding 2, putative		39875067	BOVATA_027900	4218	1405	
gene	protein_coding	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638330.1	316906	317226	+						39875068	BOVATA_027910	321		partial
mRNA		GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638330.1	316906	317226	+	XM_029011708.1		XP_028867541.1	helicase c2, putative		39875068	BOVATA_027910	321	321	partial
CDS	with_protein	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638330.1	316906	317226	+	XP_028867541.1		XM_029011708.1	helicase c2, putative		39875068	BOVATA_027910	321	106	
gene	protein_coding	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638330.1	320782	323303	+						39875069	BOVATA_027920	2522		partial
mRNA		GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638330.1	320782	323303	+	XM_029011709.1		XP_028867542.1	transmembrane amino acid transporter		39875069	BOVATA_027920	1920	1920	partial
CDS	with_protein	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638330.1	320782	323303	+	XP_028867542.1		XM_029011709.1	transmembrane amino acid transporter		39875069	BOVATA_027920	1920	639	
gene	protein_coding	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638330.1	323537	325123	+						39875070	BOVATA_027930	1587		partial
mRNA		GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638330.1	323537	325123	+	XM_029011710.1		XP_028867543.1	centrosomal of 104 kDa-like protein, putative		39875070	BOVATA_027930	1515	1515	partial
CDS	with_protein	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638330.1	323537	325123	+	XP_028867543.1		XM_029011710.1	centrosomal of 104 kDa-like protein, putative		39875070	BOVATA_027930	1515	504	
gene	protein_coding	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638330.1	325839	326137	-						39875071	BOVATA_027940	299		partial
mRNA		GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638330.1	325839	326137	-	XM_029011711.1		XP_028867544.1	general transcription factor IIH polypeptide 5 GTF2H5		39875071	BOVATA_027940	231	231	partial
CDS	with_protein	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638330.1	325839	326137	-	XP_028867544.1		XM_029011711.1	general transcription factor IIH polypeptide 5 GTF2H5		39875071	BOVATA_027940	231	76	
gene	tRNA	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638330.1	326165	326237	-						39877353	BOVATA_910320	73		
tRNA		GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638330.1	326165	326237	-				tRNA-Arg		39877353	BOVATA_910320	73		
gene	protein_coding	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638330.1	326325	328796	+						39875072	BOVATA_027950	2472		partial
mRNA		GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638330.1	326325	328796	+	XM_029011712.1		XP_028867545.1	SDA1 domain-containing protein		39875072	BOVATA_027950	2361	2361	partial
CDS	with_protein	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638330.1	326325	328796	+	XP_028867545.1		XM_029011712.1	SDA1 domain-containing protein		39875072	BOVATA_027950	2361	786	
gene	protein_coding	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638330.1	329576	332464	+						39875073	BOVATA_027960	2889		partial
mRNA		GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638330.1	329576	332464	+	XM_029011713.1		XP_028867546.1	uncharacterized protein		39875073	BOVATA_027960	2889	2889	partial
CDS	with_protein	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638330.1	329576	332464	+	XP_028867546.1		XM_029011713.1	uncharacterized protein		39875073	BOVATA_027960	2889	962	
gene	protein_coding	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638330.1	335204	335964	+						39875074	BOVATA_027970	761		partial
mRNA		GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638330.1	335204	335964	+	XM_029011714.1		XP_028867547.1	uncharacterized protein		39875074	BOVATA_027970	696	696	partial
CDS	with_protein	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638330.1	335204	335964	+	XP_028867547.1		XM_029011714.1	uncharacterized protein		39875074	BOVATA_027970	696	231	
gene	protein_coding	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638330.1	337521	339881	-						39875075	BOVATA_027980	2361		partial
mRNA		GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638330.1	337521	339881	-	XM_029011715.1		XP_028867548.1	CCAAT-box DNA binding subunit B		39875075	BOVATA_027980	2361	2361	partial
CDS	with_protein	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638330.1	337521	339881	-	XP_028867548.1		XM_029011715.1	CCAAT-box DNA binding subunit B		39875075	BOVATA_027980	2361	786	
gene	protein_coding	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638330.1	340091	341753	-						39875076	BOVATA_027990	1663		partial
mRNA		GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638330.1	340091	341753	-	XM_029011716.1		XP_028867549.1	thioredoxin reductase		39875076	BOVATA_027990	1590	1590	partial
CDS	with_protein	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638330.1	340091	341753	-	XP_028867549.1		XM_029011716.1	thioredoxin reductase		39875076	BOVATA_027990	1590	529	
gene	protein_coding	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638330.1	342327	344681	+						39875077	BOVATA_028000	2355		partial
mRNA		GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638330.1	342327	344681	+	XM_029011717.1		XP_028867550.1	rhoptry ROP14		39875077	BOVATA_028000	2355	2355	partial
CDS	with_protein	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638330.1	342327	344681	+	XP_028867550.1		XM_029011717.1	rhoptry ROP14		39875077	BOVATA_028000	2355	784	
gene	protein_coding	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638330.1	345122	346943	+						39875078	BOVATA_028010	1822		partial
mRNA		GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638330.1	345122	346943	+	XM_029011718.1		XP_028867551.1	syntaxin binding protein		39875078	BOVATA_028010	1785	1785	partial
CDS	with_protein	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638330.1	345122	346943	+	XP_028867551.1		XM_029011718.1	syntaxin binding protein		39875078	BOVATA_028010	1785	594	
gene	protein_coding	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638330.1	347638	348210	-						39875079	BOVATA_028020	573		partial
mRNA		GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638330.1	347638	348210	-	XM_029011719.1		XP_028867552.1	uncharacterized protein		39875079	BOVATA_028020	573	573	partial
CDS	with_protein	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638330.1	347638	348210	-	XP_028867552.1		XM_029011719.1	uncharacterized protein		39875079	BOVATA_028020	573	190	
gene	protein_coding	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638330.1	349004	349396	-						39875080	BOVATA_028030	393		partial
mRNA		GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638330.1	349004	349396	-	XM_029011720.1		XP_028867553.1	major facilitator superfamily MFS 1, putative		39875080	BOVATA_028030	393	393	partial
CDS	with_protein	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638330.1	349004	349396	-	XP_028867553.1		XM_029011720.1	major facilitator superfamily MFS 1, putative		39875080	BOVATA_028030	393	130	
gene	protein_coding	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638330.1	350999	353851	-						39875081	BOVATA_028040	2853		partial
mRNA		GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638330.1	350999	353851	-	XM_029011721.1		XP_028867554.1	uncharacterized protein		39875081	BOVATA_028040	2853	2853	partial
CDS	with_protein	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638330.1	350999	353851	-	XP_028867554.1		XM_029011721.1	uncharacterized protein		39875081	BOVATA_028040	2853	950	
gene	protein_coding	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638330.1	355914	357815	-						39875082	BOVATA_028050	1902		partial
mRNA		GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638330.1	355914	357815	-	XM_029011722.1		XP_028867555.1	tolQ-type transport protein, putative		39875082	BOVATA_028050	1902	1902	partial
CDS	with_protein	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638330.1	355914	357815	-	XP_028867555.1		XM_029011722.1	tolQ-type transport protein, putative		39875082	BOVATA_028050	1902	633	
gene	protein_coding	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638330.1	358384	361141	-						39875083	BOVATA_028060	2758		partial
mRNA		GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638330.1	358384	361141	-	XM_029011723.1		XP_028867556.1	glycoside hydrolase family 2, putative		39875083	BOVATA_028060	2448	2448	partial
CDS	with_protein	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638330.1	358384	361141	-	XP_028867556.1		XM_029011723.1	glycoside hydrolase family 2, putative		39875083	BOVATA_028060	2448	815	
gene	protein_coding	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638330.1	362508	363224	+						39875084	BOVATA_028070	717		partial
mRNA		GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638330.1	362508	363224	+	XM_029011724.1		XP_028867557.1	uncharacterized protein		39875084	BOVATA_028070	717	717	partial
CDS	with_protein	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638330.1	362508	363224	+	XP_028867557.1		XM_029011724.1	uncharacterized protein		39875084	BOVATA_028070	717	238	
gene	protein_coding	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638330.1	363951	366224	-						39875085	BOVATA_028080	2274		partial
